GO.ID	Term	Annotated	Significant	Expected	Fisher	Genes
GO:0006551	L-leucine metabolic process	2	1	0.04	1.00000	LOC_00010630
GO:0065009	regulation of molecular function	28	1	0.51	1.00000	LOC_00010484
GO:0046874	quinolinate metabolic process	1	1	0.02	1.00000	LOC_00010469
GO:1903825	organic acid transmembrane transport	10	1	0.18	1.00000	LOC_00010691
GO:0051603	proteolysis involved in protein catabolic process	123	2	2.25	1.00000	LOC_00010448;LOC_00010696
GO:0051604	protein maturation	144	5	2.64	1.00000	LOC_00010487;LOC_00010514;LOC_00010579;LOC_00010705;LOC_00010727
GO:0051606	detection of stimulus	153	3	2.8	1.00000	LOC_00010511;LOC_00010512;LOC_00010608
GO:0044770	cell cycle phase transition	39	1	0.71	1.00000	LOC_00010696
GO:1903829	positive regulation of protein localization	13	1	0.24	1.00000	LOC_00010647
GO:0046879	hormone secretion	8	1	0.15	1.00000	LOC_00010647
GO:0044772	mitotic cell cycle phase transition	28	1	0.51	1.00000	LOC_00010696
GO:0019941	modification-dependent protein catabolic process	108	2	1.98	1.00000	LOC_00010448;LOC_00010696
GO:0044773	mitotic DNA damage checkpoint signaling	5	1	0.09	1.00000	LOC_00010696
GO:0009261	ribonucleotide catabolic process	15	1	0.27	1.00000	LOC_00010589
GO:0006950	response to stress	409	11	7.49	1.00000	LOC_00010429;LOC_00010517;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010595;LOC_00010658;LOC_00010696;LOC_00010701;LOC_00010719;LOC_00010727
GO:0061061	muscle structure development	31	3	0.57	1.00000	LOC_00010586;LOC_00010588;LOC_00010727
GO:0044774	mitotic DNA integrity checkpoint signaling	5	1	0.09	1.00000	LOC_00010696
GO:0035773	insulin secretion involved in cellular response to glucose stimulus	4	1	0.07	1.00000	LOC_00010647
GO:0006952	defense response	81	1	1.48	1.00000	LOC_00010719
GO:1903046	meiotic cell cycle process	15	1	0.27	1.00000	LOC_00010543
GO:0009266	response to temperature stimulus	12	1	0.22	1.00000	LOC_00010579
GO:0090407	organophosphate biosynthetic process	182	3	3.33	1.00000	LOC_00010449;LOC_00010469;LOC_00010705
GO:1903047	mitotic cell cycle process	68	3	1.25	1.00000	LOC_00010437;LOC_00010543;LOC_00010696
GO:0006955	immune response	76	1	1.39	1.00000	LOC_00010719
GO:0080171	lytic vacuole organization	10	1	0.18	1.00000	LOC_00010659
GO:0006582	melanin metabolic process	12	1	0.22	1.00000	LOC_00010719
GO:0098660	inorganic ion transmembrane transport	212	6	3.88	1.00000	LOC_00010486;LOC_00010516;LOC_00010520;LOC_00010565;LOC_00010567;LOC_00010733
GO:0007163	establishment or maintenance of cell polarity	31	1	0.57	1.00000	LOC_00010463
GO:0019538	protein metabolic process	1624	31	29.75	1.00000	LOC_00010448;LOC_00010461;LOC_00010484;LOC_00010487;LOC_00010501;LOC_00010509;LOC_00010510;LOC_00010513;LOC_00010514;LOC_00010518;LOC_00010539;LOC_00010578;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010591;LOC_00010601;LOC_00010605;LOC_00010657;LOC_00010658;LOC_00010685;LOC_00010696;LOC_00010697;LOC_00010702;LOC_00010705;LOC_00010715;LOC_00010716;LOC_00010723;LOC_00010727;LOC_00010730;LOC_00010731
GO:0098662	inorganic cation transmembrane transport	174	6	3.19	1.00000	LOC_00010486;LOC_00010516;LOC_00010520;LOC_00010565;LOC_00010567;LOC_00010733
GO:0006586	indolalkylamine metabolic process	4	1	0.07	1.00000	LOC_00010469
GO:2001141	regulation of RNA biosynthetic process	519	16	9.51	1.00000	LOC_00010444;LOC_00010453;LOC_00010484;LOC_00010492;LOC_00010508;LOC_00010556;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010592;LOC_00010605;LOC_00010612;LOC_00010644;LOC_00010656;LOC_00010703;LOC_00010704
GO:0007166	cell surface receptor signaling pathway	196	3	3.59	1.00000	LOC_00010484;LOC_00010659;LOC_00010727
GO:0021510	spinal cord development	4	1	0.07	1.00000	LOC_00010727
GO:0007167	enzyme-linked receptor protein signaling pathway	39	1	0.71	1.00000	LOC_00010727
GO:0021511	spinal cord patterning	1	1	0.02	1.00000	LOC_00010727
GO:0007169	cell surface receptor protein tyrosine kinase signaling pathway	31	1	0.57	1.00000	LOC_00010727
GO:0009259	ribonucleotide metabolic process	74	1	1.36	1.00000	LOC_00010589
GO:2000026	regulation of multicellular organismal development	40	1	0.73	1.00000	LOC_00010656
GO:0007154	cell communication	940	24	17.22	1.00000	LOC_00010460;LOC_00010463;LOC_00010468;LOC_00010484;LOC_00010485;LOC_00010486;LOC_00010500;LOC_00010511;LOC_00010512;LOC_00010589;LOC_00010594;LOC_00010595;LOC_00010608;LOC_00010626;LOC_00010627;LOC_00010639;LOC_00010644;LOC_00010647;LOC_00010659;LOC_00010691;LOC_00010696;LOC_00010701;LOC_00010719;LOC_00010727
GO:1903432	regulation of TORC1 signaling	6	1	0.11	1.00000	LOC_00010701
GO:2000027	regulation of animal organ morphogenesis	3	1	0.05	1.00000	LOC_00010727
GO:0006576	biogenic amine metabolic process	19	1	0.35	1.00000	LOC_00010469
GO:0014706	striated muscle tissue development	10	1	0.18	1.00000	LOC_00010727
GO:0098655	monoatomic cation transmembrane transport	206	6	3.77	1.00000	LOC_00010486;LOC_00010516;LOC_00010520;LOC_00010565;LOC_00010567;LOC_00010733
GO:0098657	import into cell	71	2	1.3	1.00000	LOC_00010559;LOC_00010691
GO:0034654	nucleobase-containing compound biosynthetic process	1744	33	31.95	1.00000	LOC_00010444;LOC_00010449;LOC_00010453;LOC_00010469;LOC_00010473;LOC_00010484;LOC_00010492;LOC_00010495;LOC_00010498;LOC_00010508;LOC_00010515;LOC_00010545;LOC_00010556;LOC_00010560;LOC_00010569;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010592;LOC_00010596;LOC_00010605;LOC_00010612;LOC_00010642;LOC_00010644;LOC_00010648;LOC_00010656;LOC_00010664;LOC_00010702;LOC_00010703;LOC_00010704;LOC_00010712;LOC_00010713;LOC_00010717
GO:0021543	pallium development	6	1	0.11	1.00000	LOC_00010654
GO:0034655	nucleobase-containing compound catabolic process	103	3	1.89	1.00000	LOC_00010589;LOC_00010605;LOC_00010660
GO:0070085	glycosylation	83	1	1.52	1.00000	LOC_00010697
GO:0006974	DNA damage response	210	4	3.85	1.00000	LOC_00010429;LOC_00010517;LOC_00010658;LOC_00010696
GO:0048869	cellular developmental process	343	6	6.28	1.00000	LOC_00010543;LOC_00010656;LOC_00010706;LOC_00010711;LOC_00010719;LOC_00010727
GO:0006520	amino acid metabolic process	153	4	2.8	1.00000	LOC_00010469;LOC_00010541;LOC_00010621;LOC_00010630
GO:0034284	response to monosaccharide	6	1	0.11	1.00000	LOC_00010647
GO:0006979	response to oxidative stress	33	3	0.6	1.00000	LOC_00010586;LOC_00010588;LOC_00010701
GO:0070482	response to oxygen levels	12	2	0.22	1.00000	LOC_00010586;LOC_00010588
GO:0046434	organophosphate catabolic process	37	1	0.68	1.00000	LOC_00010589
GO:0044743	protein transmembrane import into intracellular organelle	13	1	0.24	1.00000	LOC_00010640
GO:0048854	brain morphogenesis	2	1	0.04	1.00000	LOC_00010727
GO:0006119	oxidative phosphorylation	28	1	0.51	1.00000	LOC_00010532
GO:0000302	response to reactive oxygen species	9	3	0.16	1.00000	LOC_00010586;LOC_00010588;LOC_00010701
GO:0006511	ubiquitin-dependent protein catabolic process	104	2	1.91	1.00000	LOC_00010448;LOC_00010696
GO:1901990	regulation of mitotic cell cycle phase transition	24	1	0.44	1.00000	LOC_00010696
GO:1901991	negative regulation of mitotic cell cycle phase transition	15	1	0.27	1.00000	LOC_00010696
GO:0070884	regulation of calcineurin-NFAT signaling cascade	1	1	0.02	1.00000	LOC_00010644
GO:0042490	mechanoreceptor differentiation	7	1	0.13	1.00000	LOC_00010727
GO:0050906	detection of stimulus involved in sensory perception	138	2	2.53	1.00000	LOC_00010511;LOC_00010512
GO:0070887	cellular response to chemical stimulus	80	2	1.47	1.00000	LOC_00010627;LOC_00010647
GO:0050907	detection of chemical stimulus involved in sensory perception	113	2	2.07	1.00000	LOC_00010511;LOC_00010512
GO:0048880	sensory system development	36	4	0.66	1.00000	LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010727
GO:0034220	monoatomic ion transmembrane transport	310	6	5.68	1.00000	LOC_00010486;LOC_00010516;LOC_00010520;LOC_00010565;LOC_00010567;LOC_00010733
GO:0008150	biological_process	8024	147	147	1.00000	LOC_00010429;LOC_00010437;LOC_00010444;LOC_00010445;LOC_00010448;LOC_00010449;LOC_00010450;LOC_00010452;LOC_00010453;LOC_00010455;LOC_00010459;LOC_00010460;LOC_00010461;LOC_00010463;LOC_00010465;LOC_00010468;LOC_00010469;LOC_00010473;LOC_00010483;LOC_00010484;LOC_00010485;LOC_00010486;LOC_00010487;LOC_00010492;LOC_00010494;LOC_00010495;LOC_00010498;LOC_00010500;LOC_00010501;LOC_00010504;LOC_00010505;LOC_00010508;LOC_00010509;LOC_00010510;LOC_00010511;LOC_00010512;LOC_00010513;LOC_00010514;LOC_00010515;LOC_00010516;LOC_00010517;LOC_00010518;LOC_00010520;LOC_00010521;LOC_00010522;LOC_00010524;LOC_00010525;LOC_00010532;LOC_00010539;LOC_00010541;LOC_00010542;LOC_00010543;LOC_00010544;LOC_00010545;LOC_00010553;LOC_00010555;LOC_00010556;LOC_00010559;LOC_00010560;LOC_00010561;LOC_00010562;LOC_00010565;LOC_00010567;LOC_00010568;LOC_00010569;LOC_00010571;LOC_00010572;LOC_00010573;LOC_00010576;LOC_00010578;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010591;LOC_00010592;LOC_00010594;LOC_00010595;LOC_00010596;LOC_00010601;LOC_00010605;LOC_00010608;LOC_00010612;LOC_00010617;LOC_00010621;LOC_00010623;LOC_00010624;LOC_00010625;LOC_00010626;LOC_00010627;LOC_00010629;LOC_00010630;LOC_00010631;LOC_00010639;LOC_00010640;LOC_00010642;LOC_00010644;LOC_00010646;LOC_00010647;LOC_00010648;LOC_00010654;LOC_00010656;LOC_00010657;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010662;LOC_00010663;LOC_00010664;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010684;LOC_00010685;LOC_00010686;LOC_00010687;LOC_00010689;LOC_00010690;LOC_00010691;LOC_00010692;LOC_00010695;LOC_00010696;LOC_00010697;LOC_00010698;LOC_00010699;LOC_00010701;LOC_00010702;LOC_00010703;LOC_00010704;LOC_00010705;LOC_00010706;LOC_00010707;LOC_00010710;LOC_00010711;LOC_00010712;LOC_00010713;LOC_00010715;LOC_00010716;LOC_00010717;LOC_00010719;LOC_00010722;LOC_00010723;LOC_00010727;LOC_00010730;LOC_00010731;LOC_00010733;LOC_00010734
GO:0009225	nucleotide-sugar metabolic process	14	1	0.26	1.00000	LOC_00010449
GO:0061024	membrane organization	65	10	1.19	1.00000	LOC_00010437;LOC_00010542;LOC_00010543;LOC_00010555;LOC_00010562;LOC_00010568;LOC_00010571;LOC_00010572;LOC_00010573;LOC_00010686
GO:0008152	metabolic process	5163	88	94.59	1.00000	LOC_00010429;LOC_00010444;LOC_00010448;LOC_00010449;LOC_00010453;LOC_00010455;LOC_00010461;LOC_00010469;LOC_00010473;LOC_00010484;LOC_00010487;LOC_00010492;LOC_00010495;LOC_00010498;LOC_00010501;LOC_00010508;LOC_00010509;LOC_00010510;LOC_00010513;LOC_00010514;LOC_00010515;LOC_00010517;LOC_00010518;LOC_00010522;LOC_00010524;LOC_00010525;LOC_00010532;LOC_00010539;LOC_00010541;LOC_00010544;LOC_00010545;LOC_00010553;LOC_00010556;LOC_00010560;LOC_00010561;LOC_00010569;LOC_00010576;LOC_00010578;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010591;LOC_00010592;LOC_00010596;LOC_00010601;LOC_00010605;LOC_00010612;LOC_00010617;LOC_00010621;LOC_00010624;LOC_00010630;LOC_00010631;LOC_00010642;LOC_00010644;LOC_00010648;LOC_00010656;LOC_00010657;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010664;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010685;LOC_00010689;LOC_00010690;LOC_00010695;LOC_00010696;LOC_00010697;LOC_00010698;LOC_00010702;LOC_00010703;LOC_00010704;LOC_00010705;LOC_00010706;LOC_00010710;LOC_00010712;LOC_00010713;LOC_00010715;LOC_00010716;LOC_00010717;LOC_00010719;LOC_00010723;LOC_00010727;LOC_00010730;LOC_00010731
GO:0010389	regulation of G2/M transition of mitotic cell cycle	7	1	0.13	1.00000	LOC_00010696
GO:0009226	nucleotide-sugar biosynthetic process	11	1	0.2	1.00000	LOC_00010449
GO:0006914	autophagy	61	1	1.12	1.00000	LOC_00010727
GO:0006915	apoptotic process	87	5	1.59	1.00000	LOC_00010484;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010644
GO:0008154	actin polymerization or depolymerization	26	1	0.48	1.00000	LOC_00010625
GO:0080134	regulation of response to stress	50	1	0.92	1.00000	LOC_00010701
GO:0032200	telomere organization	38	1	0.7	1.00000	LOC_00010517
GO:0048870	cell motility	60	3	1.1	1.00000	LOC_00010595;LOC_00010719;LOC_00010727
GO:0048871	multicellular organismal-level homeostasis	19	1	0.35	1.00000	LOC_00010727
GO:0072521	purine-containing compound metabolic process	114	3	2.09	1.00000	LOC_00010469;LOC_00010589;LOC_00010659
GO:0003002	regionalization	35	1	0.64	1.00000	LOC_00010727
GO:0048872	homeostasis of number of cells	10	1	0.18	1.00000	LOC_00010727
GO:0072522	purine-containing compound biosynthetic process	70	1	1.28	1.00000	LOC_00010469
GO:0072523	purine-containing compound catabolic process	23	1	0.42	1.00000	LOC_00010589
GO:0072524	pyridine-containing compound metabolic process	32	1	0.59	1.00000	LOC_00010469
GO:0009628	response to abiotic stimulus	61	4	1.12	1.00000	LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010608
GO:0072525	pyridine-containing compound biosynthetic process	9	1	0.16	1.00000	LOC_00010469
GO:0009214	cyclic nucleotide catabolic process	1	1	0.02	1.00000	LOC_00010589
GO:0061013	regulation of mRNA catabolic process	31	1	0.57	1.00000	LOC_00010605
GO:0003007	heart morphogenesis	4	1	0.07	1.00000	LOC_00010727
GO:0003008	system process	271	6	4.96	1.00000	LOC_00010468;LOC_00010511;LOC_00010512;LOC_00010579;LOC_00010608;LOC_00010659
GO:0072527	pyrimidine-containing compound metabolic process	21	1	0.38	1.00000	LOC_00010659
GO:0006139	nucleobase-containing compound metabolic process	2356	41	43.16	1.00000	LOC_00010429;LOC_00010444;LOC_00010449;LOC_00010453;LOC_00010469;LOC_00010473;LOC_00010484;LOC_00010492;LOC_00010495;LOC_00010498;LOC_00010508;LOC_00010515;LOC_00010517;LOC_00010545;LOC_00010556;LOC_00010560;LOC_00010569;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010592;LOC_00010596;LOC_00010605;LOC_00010612;LOC_00010617;LOC_00010642;LOC_00010644;LOC_00010648;LOC_00010656;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010664;LOC_00010695;LOC_00010702;LOC_00010703;LOC_00010704;LOC_00010710;LOC_00010712;LOC_00010713;LOC_00010717
GO:0034627	'de novo' NAD biosynthetic process	1	1	0.02	1.00000	LOC_00010469
GO:0048878	chemical homeostasis	48	3	0.88	1.00000	LOC_00010486;LOC_00010647;LOC_00010733
GO:0009611	response to wounding	21	1	0.38	1.00000	LOC_00010595
GO:0034219	carbohydrate transmembrane transport	27	1	0.49	1.00000	LOC_00010647
GO:1905906	regulation of amyloid fibril formation	2	2	0.04	1.00000	LOC_00010586;LOC_00010588
GO:0042060	wound healing	17	1	0.31	1.00000	LOC_00010595
GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	5	1	0.09	1.00000	LOC_00010463
GO:0009247	glycolipid biosynthetic process	22	1	0.4	1.00000	LOC_00010705
GO:0019693	ribose phosphate metabolic process	75	1	1.37	1.00000	LOC_00010589
GO:0007140	male meiotic nuclear division	3	1	0.05	1.00000	LOC_00010543
GO:0030900	forebrain development	11	2	0.2	1.00000	LOC_00010654;LOC_00010727
GO:0010721	negative regulation of cell development	8	1	0.15	1.00000	LOC_00010656
GO:0051781	positive regulation of cell division	3	1	0.05	1.00000	LOC_00010521
GO:0090150	establishment of protein localization to membrane	29	1	0.53	1.00000	LOC_00010542
GO:0015980	energy derivation by oxidation of organic compounds	67	1	1.23	1.00000	LOC_00010532
GO:0045595	regulation of cell differentiation	35	2	0.64	1.00000	LOC_00010656;LOC_00010727
GO:0045596	negative regulation of cell differentiation	15	1	0.27	1.00000	LOC_00010656
GO:0032392	DNA geometric change	56	1	1.03	1.00000	LOC_00010517
GO:0001568	blood vessel development	18	1	0.33	1.00000	LOC_00010559
GO:0071103	DNA conformation change	61	1	1.12	1.00000	LOC_00010517
GO:0033206	meiotic cytokinesis	4	1	0.07	1.00000	LOC_00010543
GO:0072530	purine-containing compound transmembrane transport	3	1	0.05	1.00000	LOC_00010450
GO:0060322	head development	28	3	0.51	1.00000	LOC_00010500;LOC_00010654;LOC_00010727
GO:0035090	maintenance of apical/basal cell polarity	2	1	0.04	1.00000	LOC_00010463
GO:0044092	negative regulation of molecular function	10	1	0.18	1.00000	LOC_00010484
GO:0006505	GPI anchor metabolic process	22	1	0.4	1.00000	LOC_00010705
GO:0042481	regulation of odontogenesis	1	1	0.02	1.00000	LOC_00010727
GO:0043062	extracellular structure organization	16	1	0.29	1.00000	LOC_00010543
GO:0043063	intercellular bridge organization	2	1	0.04	1.00000	LOC_00010543
GO:1901987	regulation of cell cycle phase transition	35	1	0.64	1.00000	LOC_00010696
GO:0010332	response to gamma radiation	2	2	0.04	1.00000	LOC_00010586;LOC_00010588
GO:0018193	peptidyl-amino acid modification	22	1	0.4	1.00000	LOC_00010658
GO:1901988	negative regulation of cell cycle phase transition	24	1	0.44	1.00000	LOC_00010696
GO:0043065	positive regulation of apoptotic process	8	1	0.15	1.00000	LOC_00010484
GO:0014070	response to organic cyclic compound	27	1	0.49	1.00000	LOC_00010647
GO:0051726	regulation of cell cycle	77	3	1.41	1.00000	LOC_00010521;LOC_00010543;LOC_00010696
GO:0042073	intraciliary transport	13	1	0.24	1.00000	LOC_00010727
GO:0043067	regulation of programmed cell death	49	5	0.9	1.00000	LOC_00010484;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010644
GO:0000460	maturation of 5.8S rRNA	7	1	0.13	1.00000	LOC_00010498
GO:0043068	positive regulation of programmed cell death	8	1	0.15	1.00000	LOC_00010484
GO:0043069	negative regulation of programmed cell death	29	4	0.53	1.00000	LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010644
GO:0048839	inner ear development	9	1	0.16	1.00000	LOC_00010727
GO:0022904	respiratory electron transport chain	29	1	0.53	1.00000	LOC_00010532
GO:0006909	phagocytosis	13	1	0.24	1.00000	LOC_00010559
GO:0042886	amide transport	12	2	0.22	1.00000	LOC_00010647;LOC_00010684
GO:0042475	odontogenesis of dentin-containing tooth	2	1	0.04	1.00000	LOC_00010727
GO:0060341	regulation of cellular localization	35	4	0.64	1.00000	LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010647
GO:0042476	odontogenesis	3	1	0.05	1.00000	LOC_00010727
GO:0051716	cellular response to stimulus	1135	27	20.79	1.00000	LOC_00010429;LOC_00010460;LOC_00010468;LOC_00010484;LOC_00010485;LOC_00010486;LOC_00010500;LOC_00010511;LOC_00010512;LOC_00010517;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010594;LOC_00010595;LOC_00010608;LOC_00010626;LOC_00010627;LOC_00010639;LOC_00010644;LOC_00010647;LOC_00010658;LOC_00010659;LOC_00010696;LOC_00010701;LOC_00010719;LOC_00010727
GO:0015914	phospholipid transport	18	6	0.33	1.00000	LOC_00010555;LOC_00010562;LOC_00010568;LOC_00010571;LOC_00010572;LOC_00010573
GO:0001578	microtubule bundle formation	20	1	0.37	1.00000	LOC_00010727
GO:0015916	fatty-acyl-CoA transport	2	1	0.04	1.00000	LOC_00010684
GO:0055080	monoatomic cation homeostasis	34	2	0.62	1.00000	LOC_00010486;LOC_00010733
GO:0034204	lipid translocation	13	5	0.24	1.00000	LOC_00010562;LOC_00010568;LOC_00010571;LOC_00010572;LOC_00010573
GO:0055082	intracellular chemical homeostasis	38	3	0.7	1.00000	LOC_00010486;LOC_00010647;LOC_00010733
GO:0015919	peroxisomal membrane transport	6	1	0.11	1.00000	LOC_00010640
GO:0061008	hepaticobiliary system development	15	1	0.27	1.00000	LOC_00010727
GO:0001973	G protein-coupled adenosine receptor signaling pathway	2	1	0.04	1.00000	LOC_00010659
GO:0050680	negative regulation of epithelial cell proliferation	5	1	0.09	1.00000	LOC_00010727
GO:1905269	positive regulation of chromatin organization	2	1	0.04	1.00000	LOC_00010656
GO:0055086	nucleobase-containing small molecule metabolic process	170	4	3.11	1.00000	LOC_00010449;LOC_00010469;LOC_00010589;LOC_00010659
GO:0002181	cytoplasmic translation	33	1	0.6	1.00000	LOC_00010461
GO:0002183	cytoplasmic translational initiation	16	1	0.29	1.00000	LOC_00010461
GO:0000086	G2/M transition of mitotic cell cycle	7	1	0.13	1.00000	LOC_00010696
GO:0009605	response to external stimulus	130	2	2.38	1.00000	LOC_00010608;LOC_00010719
GO:0048009	insulin-like growth factor receptor signaling pathway	1	1	0.02	1.00000	LOC_00010727
GO:0009607	response to biotic stimulus	86	1	1.58	1.00000	LOC_00010719
GO:0045184	establishment of protein localization	308	6	5.64	1.00000	LOC_00010445;LOC_00010542;LOC_00010629;LOC_00010640;LOC_00010647;LOC_00010699
GO:0045185	maintenance of protein location	6	1	0.11	1.00000	LOC_00010484
GO:0071692	protein localization to extracellular region	16	1	0.29	1.00000	LOC_00010647
GO:0031323	regulation of cellular metabolic process	776	19	14.22	1.00000	LOC_00010444;LOC_00010453;LOC_00010484;LOC_00010492;LOC_00010508;LOC_00010556;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010592;LOC_00010605;LOC_00010612;LOC_00010624;LOC_00010644;LOC_00010656;LOC_00010660;LOC_00010703;LOC_00010704;LOC_00010727
GO:0031324	negative regulation of cellular metabolic process	201	7	3.68	1.00000	LOC_00010586;LOC_00010588;LOC_00010605;LOC_00010624;LOC_00010644;LOC_00010656;LOC_00010660
GO:0031325	positive regulation of cellular metabolic process	136	2	2.49	1.00000	LOC_00010508;LOC_00010656
GO:0016114	terpenoid biosynthetic process	3	1	0.05	1.00000	LOC_00010576
GO:0007507	heart development	13	1	0.24	1.00000	LOC_00010727
GO:0055074	calcium ion homeostasis	12	2	0.22	1.00000	LOC_00010486;LOC_00010733
GO:0031326	regulation of cellular biosynthetic process	744	19	13.63	1.00000	LOC_00010444;LOC_00010453;LOC_00010484;LOC_00010492;LOC_00010508;LOC_00010556;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010592;LOC_00010605;LOC_00010612;LOC_00010624;LOC_00010644;LOC_00010656;LOC_00010660;LOC_00010703;LOC_00010704;LOC_00010727
GO:0031327	negative regulation of cellular biosynthetic process	185	7	3.39	1.00000	LOC_00010586;LOC_00010588;LOC_00010605;LOC_00010624;LOC_00010644;LOC_00010656;LOC_00010660
GO:0031328	positive regulation of cellular biosynthetic process	125	2	2.29	1.00000	LOC_00010508;LOC_00010656
GO:0050673	epithelial cell proliferation	18	1	0.33	1.00000	LOC_00010727
GO:0043487	regulation of RNA stability	31	1	0.57	1.00000	LOC_00010605
GO:2001252	positive regulation of chromosome organization	3	1	0.05	1.00000	LOC_00010656
GO:1990542	mitochondrial transmembrane transport	19	1	0.35	1.00000	LOC_00010450
GO:0000075	cell cycle checkpoint signaling	22	1	0.4	1.00000	LOC_00010696
GO:0046164	alcohol catabolic process	7	1	0.13	1.00000	LOC_00010631
GO:0015931	nucleobase-containing compound transport	54	3	0.99	1.00000	LOC_00010450;LOC_00010684;LOC_00010687
GO:0000077	DNA damage checkpoint signaling	13	1	0.24	1.00000	LOC_00010696
GO:0050678	regulation of epithelial cell proliferation	7	1	0.13	1.00000	LOC_00010727
GO:0000470	maturation of LSU-rRNA	9	1	0.16	1.00000	LOC_00010498
GO:0032386	regulation of intracellular transport	12	3	0.22	1.00000	LOC_00010579;LOC_00010586;LOC_00010588
GO:1901135	carbohydrate derivative metabolic process	264	7	4.84	1.00000	LOC_00010449;LOC_00010589;LOC_00010631;LOC_00010659;LOC_00010697;LOC_00010705;LOC_00010731
GO:0019673	GDP-mannose metabolic process	6	1	0.11	1.00000	LOC_00010449
GO:0120031	plasma membrane bounded cell projection assembly	68	1	1.25	1.00000	LOC_00010727
GO:1901136	carbohydrate derivative catabolic process	48	1	0.88	1.00000	LOC_00010589
GO:0019674	NAD metabolic process	8	1	0.15	1.00000	LOC_00010469
GO:0120032	regulation of plasma membrane bounded cell projection assembly	13	1	0.24	1.00000	LOC_00010727
GO:1901137	carbohydrate derivative biosynthetic process	186	4	3.41	1.00000	LOC_00010449;LOC_00010697;LOC_00010705;LOC_00010731
GO:0014047	glutamate secretion	3	1	0.05	1.00000	LOC_00010691
GO:0035051	cardiocyte differentiation	5	1	0.09	1.00000	LOC_00010727
GO:0014048	regulation of glutamate secretion	1	1	0.02	1.00000	LOC_00010691
GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	6	1	0.11	1.00000	LOC_00010727
GO:0042440	pigment metabolic process	24	1	0.44	1.00000	LOC_00010719
GO:0019222	regulation of metabolic process	873	19	15.99	1.00000	LOC_00010444;LOC_00010453;LOC_00010484;LOC_00010492;LOC_00010508;LOC_00010556;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010592;LOC_00010605;LOC_00010612;LOC_00010624;LOC_00010644;LOC_00010656;LOC_00010660;LOC_00010703;LOC_00010704;LOC_00010727
GO:0120035	regulation of plasma membrane bounded cell projection organization	28	1	0.51	1.00000	LOC_00010727
GO:0120036	plasma membrane bounded cell projection organization	117	1	2.14	1.00000	LOC_00010727
GO:0044057	regulation of system process	18	1	0.33	1.00000	LOC_00010659
GO:0003158	endothelium development	1	1	0.02	1.00000	LOC_00010727
GO:0009790	embryo development	58	2	1.06	1.00000	LOC_00010719;LOC_00010727
GO:0042445	hormone metabolic process	16	1	0.29	1.00000	LOC_00010576
GO:0033365	protein localization to organelle	82	2	1.5	1.00000	LOC_00010542;LOC_00010640
GO:0042446	hormone biosynthetic process	11	1	0.2	1.00000	LOC_00010576
GO:0032787	monocarboxylic acid metabolic process	108	1	1.98	1.00000	LOC_00010469
GO:1902115	regulation of organelle assembly	15	1	0.27	1.00000	LOC_00010727
GO:1902117	positive regulation of organelle assembly	6	1	0.11	1.00000	LOC_00010727
GO:0000002	mitochondrial genome maintenance	10	0	0.18	1.00000	
GO:0000012	single strand break repair	1	0	0.02	1.00000	
GO:0000018	regulation of DNA recombination	2	0	0.04	1.00000	
GO:0000023	maltose metabolic process	1	0	0.02	1.00000	
GO:0000028	ribosomal small subunit assembly	3	0	0.05	1.00000	
GO:0000041	transition metal ion transport	22	0	0.4	1.00000	
GO:0000050	urea cycle	2	0	0.04	1.00000	
GO:0000054	ribosomal subunit export from nucleus	2	0	0.04	1.00000	
GO:0000055	ribosomal large subunit export from nucleus	2	0	0.04	1.00000	
GO:0000056	ribosomal small subunit export from nucleus	1	0	0.02	1.00000	
GO:0000070	mitotic sister chromatid segregation	26	0	0.48	1.00000	
GO:0000076	DNA replication checkpoint signaling	1	0	0.02	1.00000	
GO:0000082	G1/S transition of mitotic cell cycle	7	0	0.13	1.00000	
GO:0000096	sulfur amino acid metabolic process	12	0	0.22	1.00000	
GO:0000097	sulfur amino acid biosynthetic process	11	0	0.2	1.00000	
