GO.ID	Term	Annotated	Significant	Expected	Fisher	Genes
GO:0005575	cellular_component	8999	151	151	1.00000	LOC_00010429;LOC_00010433;LOC_00010436;LOC_00010437;LOC_00010443;LOC_00010444;LOC_00010448;LOC_00010450;LOC_00010451;LOC_00010452;LOC_00010454;LOC_00010455;LOC_00010456;LOC_00010459;LOC_00010461;LOC_00010463;LOC_00010464;LOC_00010465;LOC_00010466;LOC_00010467;LOC_00010468;LOC_00010469;LOC_00010470;LOC_00010473;LOC_00010474;LOC_00010475;LOC_00010477;LOC_00010479;LOC_00010480;LOC_00010481;LOC_00010483;LOC_00010484;LOC_00010486;LOC_00010488;LOC_00010492;LOC_00010495;LOC_00010498;LOC_00010499;LOC_00010504;LOC_00010505;LOC_00010508;LOC_00010511;LOC_00010512;LOC_00010515;LOC_00010516;LOC_00010519;LOC_00010520;LOC_00010521;LOC_00010522;LOC_00010524;LOC_00010525;LOC_00010527;LOC_00010528;LOC_00010530;LOC_00010532;LOC_00010533;LOC_00010534;LOC_00010535;LOC_00010536;LOC_00010537;LOC_00010539;LOC_00010540;LOC_00010542;LOC_00010543;LOC_00010544;LOC_00010545;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010554;LOC_00010555;LOC_00010556;LOC_00010557;LOC_00010559;LOC_00010560;LOC_00010564;LOC_00010565;LOC_00010567;LOC_00010569;LOC_00010571;LOC_00010578;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010590;LOC_00010594;LOC_00010595;LOC_00010597;LOC_00010600;LOC_00010602;LOC_00010605;LOC_00010608;LOC_00010609;LOC_00010612;LOC_00010613;LOC_00010614;LOC_00010622;LOC_00010623;LOC_00010624;LOC_00010625;LOC_00010627;LOC_00010628;LOC_00010629;LOC_00010635;LOC_00010637;LOC_00010640;LOC_00010641;LOC_00010644;LOC_00010646;LOC_00010647;LOC_00010650;LOC_00010654;LOC_00010656;LOC_00010657;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010665;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010681;LOC_00010684;LOC_00010685;LOC_00010686;LOC_00010687;LOC_00010689;LOC_00010690;LOC_00010691;LOC_00010692;LOC_00010696;LOC_00010697;LOC_00010699;LOC_00010701;LOC_00010702;LOC_00010704;LOC_00010705;LOC_00010707;LOC_00010709;LOC_00010712;LOC_00010713;LOC_00010717;LOC_00010720;LOC_00010722;LOC_00010726;LOC_00010727;LOC_00010729;LOC_00010731;LOC_00010733;LOC_00010734
GO:0098791	Golgi apparatus subcompartment	38	2	0.64	1.00000	LOC_00010659;LOC_00010727
GO:0098794	postsynapse	35	2	0.59	1.00000	LOC_00010595;LOC_00010597
GO:0098796	membrane protein complex	194	9	3.26	1.00000	LOC_00010480;LOC_00010481;LOC_00010484;LOC_00010516;LOC_00010532;LOC_00010565;LOC_00010567;LOC_00010597;LOC_00010627
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	297	9	4.98	1.00000	LOC_00010470;LOC_00010484;LOC_00010486;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010622;LOC_00010697;LOC_00010705
GO:0098797	plasma membrane protein complex	45	2	0.76	1.00000	LOC_00010516;LOC_00010597
GO:0106068	SUMO ligase complex	7	1	0.12	1.00000	LOC_00010658
GO:0032153	cell division site	9	2	0.15	1.00000	LOC_00010543;LOC_00010595
GO:0110165	cellular anatomical entity	8431	142	141.47	1.00000	LOC_00010429;LOC_00010433;LOC_00010436;LOC_00010437;LOC_00010443;LOC_00010444;LOC_00010450;LOC_00010451;LOC_00010452;LOC_00010454;LOC_00010455;LOC_00010456;LOC_00010459;LOC_00010461;LOC_00010463;LOC_00010464;LOC_00010465;LOC_00010466;LOC_00010467;LOC_00010468;LOC_00010469;LOC_00010470;LOC_00010474;LOC_00010475;LOC_00010477;LOC_00010479;LOC_00010480;LOC_00010481;LOC_00010483;LOC_00010484;LOC_00010486;LOC_00010488;LOC_00010492;LOC_00010498;LOC_00010499;LOC_00010504;LOC_00010505;LOC_00010508;LOC_00010511;LOC_00010512;LOC_00010516;LOC_00010519;LOC_00010520;LOC_00010521;LOC_00010522;LOC_00010524;LOC_00010525;LOC_00010527;LOC_00010528;LOC_00010530;LOC_00010532;LOC_00010533;LOC_00010534;LOC_00010535;LOC_00010536;LOC_00010537;LOC_00010539;LOC_00010540;LOC_00010542;LOC_00010543;LOC_00010544;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010554;LOC_00010555;LOC_00010556;LOC_00010557;LOC_00010559;LOC_00010560;LOC_00010564;LOC_00010565;LOC_00010567;LOC_00010569;LOC_00010571;LOC_00010578;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010590;LOC_00010594;LOC_00010595;LOC_00010597;LOC_00010600;LOC_00010602;LOC_00010605;LOC_00010608;LOC_00010609;LOC_00010612;LOC_00010613;LOC_00010614;LOC_00010622;LOC_00010623;LOC_00010624;LOC_00010625;LOC_00010627;LOC_00010628;LOC_00010629;LOC_00010635;LOC_00010637;LOC_00010640;LOC_00010641;LOC_00010644;LOC_00010646;LOC_00010647;LOC_00010650;LOC_00010654;LOC_00010656;LOC_00010657;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010665;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010681;LOC_00010684;LOC_00010685;LOC_00010686;LOC_00010687;LOC_00010689;LOC_00010690;LOC_00010691;LOC_00010696;LOC_00010697;LOC_00010699;LOC_00010701;LOC_00010704;LOC_00010705;LOC_00010707;LOC_00010709;LOC_00010717;LOC_00010720;LOC_00010722;LOC_00010726;LOC_00010727;LOC_00010729;LOC_00010731;LOC_00010733;LOC_00010734
GO:0090575	RNA polymerase II transcription regulator complex	30	1	0.5	1.00000	LOC_00010560
GO:0005667	transcription regulator complex	60	1	1.01	1.00000	LOC_00010560
GO:0098588	bounding membrane of organelle	262	5	4.4	1.00000	LOC_00010437;LOC_00010559;LOC_00010627;LOC_00010659;LOC_00010727
GO:0042995	cell projection	227	5	3.81	1.00000	LOC_00010543;LOC_00010595;LOC_00010647;LOC_00010659;LOC_00010727
GO:0000793	condensed chromosome	30	1	0.5	1.00000	LOC_00010658
GO:1904949	ATPase complex	39	1	0.65	1.00000	LOC_00010656
GO:0043005	neuron projection	70	2	1.17	1.00000	LOC_00010595;LOC_00010727
GO:0099568	cytoplasmic region	30	1	0.5	1.00000	LOC_00010727
GO:0090665	glycoprotein complex	8	1	0.13	1.00000	LOC_00010597
GO:0065010	extracellular membrane-bounded organelle	16	1	0.27	1.00000	LOC_00010559
GO:0061695	transferase complex, transferring phosphorus-containing groups	497	9	8.34	1.00000	LOC_00010473;LOC_00010495;LOC_00010515;LOC_00010545;LOC_00010560;LOC_00010702;LOC_00010712;LOC_00010713;LOC_00010717
GO:0140513	nuclear protein-containing complex	329	5	5.52	1.00000	LOC_00010429;LOC_00010556;LOC_00010560;LOC_00010569;LOC_00010656
GO:1903561	extracellular vesicle	16	1	0.27	1.00000	LOC_00010559
GO:1990234	transferase complex	629	13	10.55	1.00000	LOC_00010448;LOC_00010452;LOC_00010456;LOC_00010473;LOC_00010495;LOC_00010515;LOC_00010545;LOC_00010560;LOC_00010658;LOC_00010702;LOC_00010712;LOC_00010713;LOC_00010717
GO:0044309	neuron spine	9	1	0.15	1.00000	LOC_00010595
GO:0070013	intracellular organelle lumen	405	10	6.8	1.00000	LOC_00010451;LOC_00010484;LOC_00010498;LOC_00010508;LOC_00010555;LOC_00010559;LOC_00010560;LOC_00010579;LOC_00010597;LOC_00010640
GO:1902493	acetyltransferase complex	29	2	0.49	1.00000	LOC_00010452;LOC_00010456
GO:1902494	catalytic complex	881	17	14.78	1.00000	LOC_00010448;LOC_00010452;LOC_00010456;LOC_00010473;LOC_00010480;LOC_00010481;LOC_00010495;LOC_00010515;LOC_00010532;LOC_00010545;LOC_00010560;LOC_00010656;LOC_00010658;LOC_00010702;LOC_00010712;LOC_00010713;LOC_00010717
GO:0031907	microbody lumen	2	1	0.03	1.00000	LOC_00010640
GO:0031253	cell projection membrane	19	1	0.32	1.00000	LOC_00010647
GO:1902495	transmembrane transporter complex	84	6	1.41	1.00000	LOC_00010480;LOC_00010481;LOC_00010516;LOC_00010532;LOC_00010565;LOC_00010567
GO:0030667	secretory granule membrane	5	2	0.08	1.00000	LOC_00010559;LOC_00010727
GO:0035770	ribonucleoprotein granule	39	1	0.65	1.00000	LOC_00010508
GO:0010008	endosome membrane	56	1	0.94	1.00000	LOC_00010437
GO:0019866	organelle inner membrane	144	6	2.42	1.00000	LOC_00010450;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010699;LOC_00010733
GO:0055029	nuclear DNA-directed RNA polymerase complex	38	1	0.64	1.00000	LOC_00010560
GO:0097014	ciliary plasm	21	1	0.35	1.00000	LOC_00010727
GO:0042579	microbody	69	4	1.16	1.00000	LOC_00010640;LOC_00010671;LOC_00010672;LOC_00010673
GO:0005770	late endosome	30	3	0.5	1.00000	LOC_00010437;LOC_00010623;LOC_00010659
GO:0140534	endoplasmic reticulum protein-containing complex	27	1	0.45	1.00000	LOC_00010484
GO:0045202	synapse	92	3	1.54	1.00000	LOC_00010463;LOC_00010595;LOC_00010597
GO:0140535	intracellular protein-containing complex	739	14	12.4	1.00000	LOC_00010448;LOC_00010452;LOC_00010456;LOC_00010473;LOC_00010495;LOC_00010515;LOC_00010545;LOC_00010560;LOC_00010623;LOC_00010627;LOC_00010702;LOC_00010712;LOC_00010713;LOC_00010717
GO:0030659	cytoplasmic vesicle membrane	106	3	1.78	1.00000	LOC_00010437;LOC_00010559;LOC_00010727
GO:0005773	vacuole	67	4	1.12	1.00000	LOC_00010586;LOC_00010588;LOC_00010627;LOC_00010659
GO:0005774	vacuolar membrane	45	2	0.76	1.00000	LOC_00010627;LOC_00010659
GO:0099080	supramolecular complex	214	6	3.59	1.00000	LOC_00010483;LOC_00010508;LOC_00010521;LOC_00010586;LOC_00010588;LOC_00010644
GO:0005929	cilium	117	2	1.96	1.00000	LOC_00010543;LOC_00010727
GO:0035869	ciliary transition zone	6	1	0.1	1.00000	LOC_00010727
GO:0099081	supramolecular polymer	164	5	2.75	1.00000	LOC_00010483;LOC_00010521;LOC_00010586;LOC_00010588;LOC_00010644
GO:0005622	intracellular anatomical structure	4856	84	81.48	1.00000	LOC_00010429;LOC_00010437;LOC_00010444;LOC_00010450;LOC_00010451;LOC_00010452;LOC_00010454;LOC_00010455;LOC_00010456;LOC_00010461;LOC_00010463;LOC_00010464;LOC_00010465;LOC_00010466;LOC_00010469;LOC_00010470;LOC_00010479;LOC_00010480;LOC_00010481;LOC_00010483;LOC_00010484;LOC_00010486;LOC_00010492;LOC_00010498;LOC_00010508;LOC_00010521;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010542;LOC_00010543;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010554;LOC_00010555;LOC_00010556;LOC_00010557;LOC_00010559;LOC_00010560;LOC_00010569;LOC_00010578;LOC_00010579;LOC_00010586;LOC_00010588;LOC_00010589;LOC_00010590;LOC_00010595;LOC_00010597;LOC_00010605;LOC_00010612;LOC_00010622;LOC_00010623;LOC_00010624;LOC_00010625;LOC_00010627;LOC_00010628;LOC_00010629;LOC_00010640;LOC_00010644;LOC_00010647;LOC_00010650;LOC_00010654;LOC_00010656;LOC_00010657;LOC_00010658;LOC_00010659;LOC_00010660;LOC_00010665;LOC_00010671;LOC_00010672;LOC_00010673;LOC_00010685;LOC_00010686;LOC_00010696;LOC_00010697;LOC_00010699;LOC_00010701;LOC_00010704;LOC_00010705;LOC_00010717;LOC_00010727;LOC_00010733;LOC_00010734
GO:0098803	respiratory chain complex	16	3	0.27	1.00000	LOC_00010480;LOC_00010481;LOC_00010532
GO:0070161	anchoring junction	54	2	0.91	1.00000	LOC_00010463;LOC_00010647
GO:0000323	lytic vacuole	50	3	0.84	1.00000	LOC_00010586;LOC_00010588;LOC_00010659
GO:0030312	external encapsulating structure	83	1	1.39	1.00000	LOC_00010559
GO:0030684	preribosome	26	1	0.44	1.00000	LOC_00010498
GO:0031967	organelle envelope	244	8	4.09	1.00000	LOC_00010450;LOC_00010469;LOC_00010484;LOC_00010522;LOC_00010524;LOC_00010532;LOC_00010699;LOC_00010733
GO:0045171	intercellular bridge	4	1	0.07	1.00000	LOC_00010543
GO:0012505	endomembrane system	758	17	12.72	1.00000	LOC_00010437;LOC_00010466;LOC_00010470;LOC_00010484;LOC_00010486;LOC_00010542;LOC_00010549;LOC_00010550;LOC_00010552;LOC_00010559;LOC_00010622;LOC_00010623;LOC_00010647;LOC_00010659;LOC_00010697;LOC_00010705;LOC_00010727
GO:1990204	oxidoreductase complex	12	3	0.2	1.00000	LOC_00010480;LOC_00010481;LOC_00010532
GO:0045172	germline ring canal	3	1	0.05	1.00000	LOC_00010543
GO:0036477	somatodendritic compartment	40	1	0.67	1.00000	LOC_00010595
GO:0000015	phosphopyruvate hydratase complex	1	0	0.02	1.00000	
GO:0000118	histone deacetylase complex	3	0	0.05	1.00000	
GO:0000120	RNA polymerase I transcription regulator complex	1	0	0.02	1.00000	
GO:0000124	SAGA complex	8	0	0.13	1.00000	
GO:0000126	transcription factor TFIIIB complex	1	0	0.02	1.00000	
GO:0000127	transcription factor TFIIIC complex	2	0	0.03	1.00000	
GO:0000138	Golgi trans cisterna	1	0	0.02	1.00000	
GO:0000139	Golgi membrane	95	0	1.59	1.00000	
GO:0000152	nuclear ubiquitin ligase complex	14	0	0.23	1.00000	
GO:0000153	cytoplasmic ubiquitin ligase complex	2	0	0.03	1.00000	
GO:0000159	protein phosphatase type 2A complex	4	0	0.07	1.00000	
GO:0000164	protein phosphatase type 1 complex	1	0	0.02	1.00000	
GO:0000172	ribonuclease MRP complex	4	0	0.07	1.00000	
GO:0000176	nuclear exosome (RNase complex)	2	0	0.03	1.00000	
GO:0000178	exosome (RNase complex)	12	0	0.2	1.00000	
GO:0000214	tRNA-intron endonuclease complex	2	0	0.03	1.00000	
GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	3	0	0.05	1.00000	
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	1	0	0.02	1.00000	
GO:0000228	nuclear chromosome	32	0	0.54	1.00000	
GO:0000242	pericentriolar material	3	0	0.05	1.00000	
GO:0000243	commitment complex	2	0	0.03	1.00000	
GO:0000313	organellar ribosome	16	0	0.27	1.00000	
GO:0000314	organellar small ribosomal subunit	5	0	0.08	1.00000	
GO:0000315	organellar large ribosomal subunit	6	0	0.1	1.00000	
GO:0000346	transcription export complex	2	0	0.03	1.00000	
GO:0000347	THO complex	3	0	0.05	1.00000	
GO:0000407	phagophore assembly site	8	0	0.13	1.00000	
GO:0000408	EKC/KEOPS complex	1	0	0.02	1.00000	
GO:0000421	autophagosome membrane	2	0	0.03	1.00000	
GO:0000439	transcription factor TFIIH core complex	5	0	0.08	1.00000	
GO:0000445	THO complex part of transcription export complex	1	0	0.02	1.00000	
GO:0000502	proteasome complex	53	0	0.89	1.00000	
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	2	0	0.03	1.00000	
GO:0000775	chromosome, centromeric region	20	0	0.34	1.00000	
GO:0000776	kinetochore	15	0	0.25	1.00000	
GO:0000779	condensed chromosome, centromeric region	15	0	0.25	1.00000	
GO:0000781	chromosome, telomeric region	6	0	0.1	1.00000	
GO:0000786	nucleosome	71	0	1.19	1.00000	
GO:0000792	heterochromatin	4	0	0.07	1.00000	
GO:0000794	condensed nuclear chromosome	6	0	0.1	1.00000	
GO:0000795	synaptonemal complex	3	0	0.05	1.00000	
GO:0000796	condensin complex	7	0	0.12	1.00000	
GO:0000808	origin recognition complex	10	0	0.17	1.00000	
GO:0000811	GINS complex	2	0	0.03	1.00000	
GO:0000812	Swr1 complex	1	0	0.02	1.00000	
GO:0000813	ESCRT I complex	5	0	0.08	1.00000	
GO:0000814	ESCRT II complex	3	0	0.05	1.00000	
GO:0000835	ER ubiquitin ligase complex	1	0	0.02	1.00000	
GO:0000836	Hrd1p ubiquitin ligase complex	1	0	0.02	1.00000	
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	1	0	0.02	1.00000	
GO:0000930	gamma-tubulin complex	3	0	0.05	1.00000	
GO:0000931	gamma-tubulin ring complex	1	0	0.02	1.00000	
GO:0000932	P-body	25	0	0.42	1.00000	
GO:0000938	GARP complex	3	0	0.05	1.00000	
GO:0000940	outer kinetochore	2	0	0.03	1.00000	
GO:0000943	retrotransposon nucleocapsid	1	0	0.02	1.00000	
GO:0000974	Prp19 complex	3	0	0.05	1.00000	
GO:0001401	SAM complex	2	0	0.03	1.00000	
GO:0001527	microfibril	1	0	0.02	1.00000	
GO:0001533	cornified envelope	1	0	0.02	1.00000	
GO:0001534	radial spoke	1	0	0.02	1.00000	
GO:0001650	fibrillar center	2	0	0.03	1.00000	
GO:0001674	female germ cell nucleus	2	0	0.03	1.00000	
GO:0001725	stress fiber	2	0	0.03	1.00000	
GO:0001726	ruffle	8	0	0.13	1.00000	
GO:0001750	photoreceptor outer segment	1	0	0.02	1.00000	
GO:0001772	immunological synapse	1	0	0.02	1.00000	
GO:0001891	phagocytic cup	1	0	0.02	1.00000	
GO:0001917	photoreceptor inner segment	2	0	0.03	1.00000	
GO:0001931	uropod	1	0	0.02	1.00000	
GO:0001940	male pronucleus	1	0	0.02	1.00000	
GO:0002102	podosome	1	0	0.02	1.00000	
GO:0005577	fibrinogen complex	1	0	0.02	1.00000	
GO:0005581	collagen trimer	22	0	0.37	1.00000	
GO:0005604	basement membrane	10	0	0.17	1.00000	
GO:0005616	larval serum protein complex	3	0	0.05	1.00000	
GO:0005637	nuclear inner membrane	7	0	0.12	1.00000	
GO:0005640	nuclear outer membrane	1	0	0.02	1.00000	
GO:0005643	nuclear pore	31	0	0.52	1.00000	
GO:0005652	nuclear lamina	1	0	0.02	1.00000	
GO:0005655	nucleolar ribonuclease P complex	2	0	0.03	1.00000	
GO:0005656	nuclear pre-replicative complex	1	0	0.02	1.00000	
GO:0005657	replication fork	6	0	0.1	1.00000	
GO:0005658	alpha DNA polymerase:primase complex	1	0	0.02	1.00000	
GO:0005663	DNA replication factor C complex	1	0	0.02	1.00000	
GO:0005664	nuclear origin of replication recognition complex	3	0	0.05	1.00000	
GO:0005665	RNA polymerase II, core complex	6	0	0.1	1.00000	
GO:0005666	RNA polymerase III complex	5	0	0.08	1.00000	
GO:0005672	transcription factor TFIIA complex	3	0	0.05	1.00000	
GO:0005673	transcription factor TFIIE complex	1	0	0.02	1.00000	
GO:0005674	transcription factor TFIIF complex	1	0	0.02	1.00000	
GO:0005675	transcription factor TFIIH holo complex	6	0	0.1	1.00000	
GO:0005677	chromatin silencing complex	1	0	0.02	1.00000	
GO:0005680	anaphase-promoting complex	10	0	0.17	1.00000	
GO:0005681	spliceosomal complex	86	0	1.44	1.00000	
GO:0005682	U5 snRNP	3	0	0.05	1.00000	
GO:0005684	U2-type spliceosomal complex	12	0	0.2	1.00000	
GO:0005685	U1 snRNP	4	0	0.07	1.00000	
GO:0005686	U2 snRNP	2	0	0.03	1.00000	
GO:0005688	U6 snRNP	2	0	0.03	1.00000	
GO:0005689	U12-type spliceosomal complex	2	0	0.03	1.00000	
GO:0005700	polytene chromosome	7	0	0.12	1.00000	
GO:0005703	polytene chromosome puff	1	0	0.02	1.00000	
GO:0005704	polytene chromosome band	1	0	0.02	1.00000	
GO:0005732	sno(s)RNA-containing ribonucleoprotein complex	9	0	0.15	1.00000	
GO:0005736	RNA polymerase I complex	1	0	0.02	1.00000	
GO:0005741	mitochondrial outer membrane	30	0	0.5	1.00000	
GO:0005742	mitochondrial outer membrane translocase complex	4	0	0.07	1.00000	
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	3	0	0.05	1.00000	
GO:0005758	mitochondrial intermembrane space	22	0	0.37	1.00000	
GO:0005759	mitochondrial matrix	55	0	0.92	1.00000	
GO:0005760	gamma DNA polymerase complex	7	0	0.12	1.00000	
GO:0005761	mitochondrial ribosome	16	0	0.27	1.00000	
GO:0005762	mitochondrial large ribosomal subunit	6	0	0.1	1.00000	
GO:0005763	mitochondrial small ribosomal subunit	5	0	0.08	1.00000	
GO:0005766	primary lysosome	2	0	0.03	1.00000	
GO:0005767	secondary lysosome	1	0	0.02	1.00000	
GO:0005769	early endosome	31	0	0.52	1.00000	
GO:0005776	autophagosome	5	0	0.08	1.00000	
GO:0005778	peroxisomal membrane	9	0	0.15	1.00000	
GO:0005784	Sec61 translocon complex	1	0	0.02	1.00000	
GO:0005785	signal recognition particle receptor complex	1	0	0.02	1.00000	
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	6	0	0.1	1.00000	
GO:0005787	signal peptidase complex	4	0	0.07	1.00000	
GO:0005791	rough endoplasmic reticulum	9	0	0.15	1.00000	
GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	7	0	0.12	1.00000	
GO:0005797	Golgi medial cisterna	1	0	0.02	1.00000	
GO:0005798	Golgi-associated vesicle	14	0	0.23	1.00000	
GO:0005801	cis-Golgi network	2	0	0.03	1.00000	
GO:0005811	lipid droplet	7	0	0.12	1.00000	
GO:0005828	kinetochore microtubule	2	0	0.03	1.00000	
GO:0005832	chaperonin-containing T-complex	16	0	0.27	1.00000	
GO:0005834	heterotrimeric G-protein complex	2	0	0.03	1.00000	
GO:0005838	proteasome regulatory particle	9	0	0.15	1.00000	
GO:0005839	proteasome core complex	14	0	0.23	1.00000	
GO:0005846	nuclear cap binding complex	2	0	0.03	1.00000	
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	1	0	0.02	1.00000	
GO:0005848	mRNA cleavage stimulating factor complex	2	0	0.03	1.00000	
GO:0005849	mRNA cleavage factor complex	5	0	0.08	1.00000	
GO:0005850	eukaryotic translation initiation factor 2 complex	1	0	0.02	1.00000	
GO:0005853	eukaryotic translation elongation factor 1 complex	2	0	0.03	1.00000	
GO:0005854	nascent polypeptide-associated complex	1	0	0.02	1.00000	
GO:0005858	axonemal dynein complex	5	0	0.08	1.00000	
GO:0005861	troponin complex	2	0	0.03	1.00000	
GO:0005863	striated muscle myosin thick filament	2	0	0.03	1.00000	
GO:0005865	striated muscle thin filament	2	0	0.03	1.00000	
GO:0005868	cytoplasmic dynein complex	8	0	0.13	1.00000	
GO:0005869	dynactin complex	4	0	0.07	1.00000	
GO:0005871	kinesin complex	3	0	0.05	1.00000	
GO:0005875	microtubule associated complex	66	0	1.11	1.00000	
GO:0005876	spindle microtubule	3	0	0.05	1.00000	
GO:0005879	axonemal microtubule	4	0	0.07	1.00000	
GO:0005881	cytoplasmic microtubule	6	0	0.1	1.00000	
GO:0005882	intermediate filament	3	0	0.05	1.00000	
GO:0005884	actin filament	12	0	0.2	1.00000	
GO:0005885	Arp2/3 protein complex	5	0	0.08	1.00000	
GO:0005890	sodium:potassium-exchanging ATPase complex	4	0	0.07	1.00000	
GO:0005891	voltage-gated calcium channel complex	5	0	0.08	1.00000	
GO:0005892	acetylcholine-gated channel complex	1	0	0.02	1.00000	
GO:0005901	caveola	1	0	0.02	1.00000	
GO:0005902	microvillus	4	0	0.07	1.00000	
GO:0005905	clathrin-coated pit	10	0	0.17	1.00000	
GO:0005912	adherens junction	17	0	0.29	1.00000	
GO:0005915	zonula adherens	2	0	0.03	1.00000	
GO:0005918	septate junction	2	0	0.03	1.00000	
GO:0005921	gap junction	7	0	0.12	1.00000	
GO:0005923	bicellular tight junction	9	0	0.15	1.00000	
GO:0005925	focal adhesion	14	0	0.23	1.00000	
GO:0005927	muscle tendon junction	1	0	0.02	1.00000	
GO:0005952	cAMP-dependent protein kinase complex	2	0	0.03	1.00000	
GO:0005953	CAAX-protein geranylgeranyltransferase complex	1	0	0.02	1.00000	
GO:0005956	protein kinase CK2 complex	1	0	0.02	1.00000	
GO:0005960	glycine cleavage complex	1	0	0.02	1.00000	
GO:0005964	phosphorylase kinase complex	1	0	0.02	1.00000	
GO:0005965	protein farnesyltransferase complex	1	0	0.02	1.00000	
GO:0005968	Rab-protein geranylgeranyltransferase complex	2	0	0.03	1.00000	
GO:0008021	synaptic vesicle	13	0	0.22	1.00000	
GO:0008023	transcription elongation factor complex	12	0	0.2	1.00000	
GO:0008076	voltage-gated potassium channel complex	7	0	0.12	1.00000	
GO:0008091	spectrin	2	0	0.03	1.00000	
GO:0008180	COP9 signalosome	7	0	0.12	1.00000	
GO:0008250	oligosaccharyltransferase complex	4	0	0.07	1.00000	
GO:0008278	cohesin complex	2	0	0.03	1.00000	
GO:0008287	protein serine/threonine phosphatase complex	7	0	0.12	1.00000	
GO:0008290	F-actin capping protein complex	2	0	0.03	1.00000	
GO:0008303	caspase complex	5	0	0.08	1.00000	
GO:0008305	integrin complex	4	0	0.07	1.00000	
GO:0008328	ionotropic glutamate receptor complex	1	0	0.02	1.00000	
GO:0008352	katanin complex	1	0	0.02	1.00000	
GO:0008537	proteasome activator complex	1	0	0.02	1.00000	
GO:0008540	proteasome regulatory particle, base subcomplex	6	0	0.1	1.00000	
GO:0008541	proteasome regulatory particle, lid subcomplex	1	0	0.02	1.00000	
GO:0008622	epsilon DNA polymerase complex	2	0	0.03	1.00000	
GO:0009295	nucleoid	3	0	0.05	1.00000	
GO:0009331	glycerol-3-phosphate dehydrogenase (FAD) complex	2	0	0.03	1.00000	
GO:0009898	cytoplasmic side of plasma membrane	6	0	0.1	1.00000	
GO:0010494	cytoplasmic stress granule	7	0	0.12	1.00000	
GO:0012507	ER to Golgi transport vesicle membrane	14	0	0.23	1.00000	
GO:0012510	trans-Golgi network transport vesicle membrane	6	0	0.1	1.00000	
GO:0014069	postsynaptic density	9	0	0.15	1.00000	
GO:0015030	Cajal body	3	0	0.05	1.00000	
GO:0015934	large ribosomal subunit	29	0	0.49	1.00000	
GO:0015935	small ribosomal subunit	25	0	0.42	1.00000	
GO:0016011	dystroglycan complex	3	0	0.05	1.00000	
GO:0016012	sarcoglycan complex	3	0	0.05	1.00000	
GO:0016027	inaD signaling complex	1	0	0.02	1.00000	
GO:0016028	rhabdomere	4	0	0.07	1.00000	
GO:0016035	zeta DNA polymerase complex	2	0	0.03	1.00000	
GO:0016234	inclusion body	2	0	0.03	1.00000	
GO:0016272	prefoldin complex	7	0	0.12	1.00000	
GO:0016327	apicolateral plasma membrane	5	0	0.08	1.00000	
GO:0016328	lateral plasma membrane	5	0	0.08	1.00000	
GO:0016363	nuclear matrix	9	0	0.15	1.00000	
GO:0016442	RISC complex	1	0	0.02	1.00000	
GO:0016460	myosin II complex	1	0	0.02	1.00000	
GO:0016469	proton-transporting two-sector ATPase complex	26	0	0.44	1.00000	
GO:0016471	vacuolar proton-transporting V-type ATPase complex	6	0	0.1	1.00000	
GO:0016507	mitochondrial fatty acid beta-oxidation multienzyme complex	1	0	0.02	1.00000	
GO:0016528	sarcoplasm	6	0	0.1	1.00000	
GO:0016529	sarcoplasmic reticulum	4	0	0.07	1.00000	
GO:0016581	NuRD complex	1	0	0.02	1.00000	
GO:0016586	RSC-type complex	2	0	0.03	1.00000	
GO:0016589	NURF complex	4	0	0.07	1.00000	
GO:0016593	Cdc73/Paf1 complex	5	0	0.08	1.00000	
GO:0016600	flotillin complex	1	0	0.02	1.00000	
GO:0016602	CCAAT-binding factor complex	3	0	0.05	1.00000	
GO:0016605	PML body	1	0	0.02	1.00000	
GO:0017053	transcription repressor complex	7	0	0.12	1.00000	
GO:0017054	negative cofactor 2 complex	1	0	0.02	1.00000	
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	5	0	0.08	1.00000	
GO:0017119	Golgi transport complex	6	0	0.1	1.00000	
GO:0017146	NMDA selective glutamate receptor complex	1	0	0.02	1.00000	
